Rank,Name Country/Region,Overall,Teaching,Research Environment,Research Quality,Industry,International Outlook
801–1000,Wakayama Medical UniversityJapan,34.5–38.1,34.7,12.9,58.1,61.8,19.8
801–1000,Waseda UniversityJapanExplore,34.5–38.1,33.8,27.1,42.7,66.4,54.3
801–1000,Wenzhou Medical UniversityChina,34.5–38.1,18.2,15.5,70.5,46.9,39.7
801–1000,Wilfrid Laurier UniversityCanada,34.5–38.1,15.6,20.2,55.2,61.4,67.2
801–1000,Yıldız Technical UniversityTurkeyExplore,34.5–38.1,28.0,28.2,47.4,67.5,39.8
801–1000,Yuan Ze UniversityTaiwan,34.5–38.1,19.8,26.2,46.8,79.5,53.5
801–1000,Zahedan University of Medical SciencesIran,34.5–38.1,41.0,11.1,61.7,18.8,23.2
801–1000,Zhejiang Gongshang UniversityChina,34.5–38.1,21.0,13.2,69.4,39.8,38.5
1001–1200,"Adam Mickiewicz University, PoznańPoland",30.7–34.4,19.6,30.7,44.4,32.3,38.1
1001–1200,AGH University of KrakowPoland,30.7–34.4,27.6,21.3,38.5,69.0,32.6
1001–1200,Ahmadu Bello UniversityNigeria,30.7–34.4,23.1,12.4,55.7,19.8,40.9
1001–1200,Ain Shams UniversityEgypt,30.7–34.4,26.8,16.4,46.2,39.4,53.2
1001–1200,Al-Baha UniversitySaudi Arabia,30.7–34.4,19.3,8.5,54.4,17.8,75.3
1001–1200,Al-Balqa Applied UniversityJordan,30.7–34.4,13.1,15.5,61.3,28.2,45.1
1001–1200,Alexandria UniversityEgypt,30.7–34.4,19.2,18.6,59.5,29.9,52.6
1001–1200,Al-Zaytoonah University of JordanJordan,30.7–34.4,12.5,16.6,59.5,17.9,70.8
1001–1200,"Amity University Rajasthan, JaipurIndia",30.7–34.4,23.6,12.5,65.6,17.4,30.4
1001–1200,Anadolu UniversityTurkey,30.7–34.4,26.1,11.0,60.0,20.6,33.1
1001–1200,Aswan UniversityEgypt,30.7–34.4,16.9,12.5,67.5,21.3,50.3
1001–1200,Atatürk UniversityTurkey,30.7–34.4,24.8,25.8,47.9,27.2,32.9
1001–1200,Ateneo de Manila UniversityPhilippines,30.7–34.4,30.1,10.8,57.0,24.4,33.4
1001–1200,Athens University of Economics and BusinessGreece,30.7–34.4,18.2,23.5,52.6,62.9,44.9
1001–1200,Austral UniversityArgentina,30.7–34.4,24.6,11.5,54.2,23.7,52.7
1001–1200,Azarbaijan Shahid Madani UniversityIran,30.7–34.4,19.7,12.1,65.5,19.0,31.7
1001–1200,Bahauddin Zakariya UniversityPakistan,30.7–34.4,20.1,12.9,63.5,21.6,48.5
1001–1200,Bahria UniversityPakistan,30.7–34.4,13.7,10.2,72.2,25.7,49.3
1001–1200,Bangladesh Agricultural University (BAU)Bangladesh,30.7–34.4,24.4,9.6,60.1,22.1,49.4
1001–1200,Bangladesh University of Engineering and TechnologyBangladesh,30.7–34.4,22.5,16.4,62.2,33.1,31.6
1001–1200,Bartin UniversityTurkey,30.7–34.4,12.0,15.1,75.0,17.0,36.2
1001–1200,Benha UniversityEgypt,30.7–34.4,15.5,9.7,66.8,21.0,48.7
1001–1200,Beni-Suef UniversityEgypt,30.7–34.4,21.0,10.6,59.4,21.4,53.4
1001–1200,Birla Institute of TechnologyIndia,30.7–34.4,24.8,17.9,56.9,41.0,20.0
1001–1200,Bowling Green State UniversityUnited States,30.7–34.4,23.1,14.3,57.2,39.7,30.0
1001–1200,BRAC UniversityBangladesh,30.7–34.4,14.1,11.7,71.4,19.1,41.3
1001–1200,Brno University of TechnologyCzechia,30.7–34.4,25.1,17.9,37.8,72.6,60.4
1001–1200,Cardiff Metropolitan UniversityUnited Kingdom,30.7–34.4,18.7,13.7,45.8,28.2,84.4
1001–1200,Central Michigan UniversityUnited States,30.7–34.4,29.1,16.6,50.9,45.6,34.5
1001–1200,Chiang Mai UniversityThailand,30.7–34.4,28.6,19.4,46.5,52.2,39.9
1001–1200,Chiba UniversityJapan,30.7–34.4,33.3,20.4,42.8,68.5,34.4
1001–1200,Chittagong University of Engineering & TechnologyBangladesh,30.7–34.4,13.0,10.8,71.5,21.6,31.3
1001–1200,Chungbuk National UniversitySouth KoreaExplore,30.7–34.4,31.9,27.9,33.0,56.5,32.6
1001–1200,Chungnam National UniversitySouth Korea,30.7–34.4,29.7,29.9,36.0,76.0,25.5
1001–1200,Clarkson UniversityUnited States,30.7–34.4,32.1,18.0,38.4,63.7,64.4
1001–1200,Czech Technical University in PragueCzechia,30.7–34.4,30.8,18.9,31.3,58.7,60.5
1001–1200,Damietta UniversityEgypt,30.7–34.4,16.9,9.1,70.2,18.7,46.9
1001–1200,Datta Meghe Institute of Higher Education & Research (Deemed to be University)India,30.7–34.4,26.6,10.2,59.1,19.4,36.6
1001–1200,Democritus University of ThraceGreece,30.7–34.4,17.3,18.7,57.6,34.2,29.4
1001–1200,DIT UniversityIndia,30.7–34.4,14.8,12.4,71.6,16.5,25.9
1001–1200,Dr B.R. Ambedkar National Institute of Technology JalandharIndia,30.7–34.4,20.8,15.8,61.4,21.6,17.8
1001–1200,"Dr D. Y. Patil Vidyapeeth, PuneIndia",30.7–34.4,42.0,10.5,47.5,18.9,31.8
1001–1200,Edge Hill UniversityUnited Kingdom,30.7–34.4,18.3,13.9,60.5,27.2,56.8
1001–1200,European University of MadridSpain,30.7–34.4,22.5,10.2,58.9,17.6,62.9
1001–1200,Fayoum UniversityEgypt,30.7–34.4,17.1,11.3,65.8,22.2,47.0
1001–1200,Financial University under the Government of the Russian FederationRussian Federation,30.7–34.4,27.2,19.7,47.7,31.4,37.0
1001–1200,Florida Agricultural and Mechanical UniversityUnited States,30.7–34.4,33.6,18.9,38.9,43.2,51.4
1001–1200,Fujian Agriculture and Forestry UniversityChina,30.7–34.4,18.0,14.7,64.5,41.5,31.3
1001–1200,Fujita Health UniversityJapan,30.7–34.4,27.2,13.2,59.6,55.6,22.5
1001–1200,Galgotias UniversityIndia,30.7–34.4,19.5,9.4,70.8,17.3,23.7
1001–1200,Gdańsk University of TechnologyPoland,30.7–34.4,18.8,18.6,52.4,53.5,39.4
1001–1200,Ghulam Ishaq Khan Institute of Engineering Sciences and TechnologyPakistan,30.7–34.4,19.1,15.8,60.5,33.7,50.6
1001–1200,GLA UniversityIndia,30.7–34.4,18.8,13.0,69.8,18.4,27.3
1001–1200,Government College University LahorePakistan,30.7–34.4,17.6,17.3,55.8,22.0,51.2
1001–1200,Hakim Sabzevari UniversityIran,30.7–34.4,15.7,12.0,65.9,18.5,41.5
1001–1200,Hamadan University of Medical Sciences (UMSHA)Iran,30.7–34.4,33.5,16.9,55.8,22.0,24.3
1001–1200,Hamamatsu University School of MedicineJapan,30.7–34.4,32.1,18.4,42.4,60.3,24.4
1001–1200,Hangzhou Normal UniversityChina,30.7–34.4,16.0,14.0,68.2,37.6,28.3
1001–1200,Hazara University MansehraPakistan,30.7–34.4,18.1,11.9,68.3,16.5,48.9
1001–1200,Huaqiao UniversityChina,30.7–34.4,15.6,14.4,51.3,40.4,70.4
1001–1200,Hungarian University of Agriculture and Life SciencesHungary,30.7–34.4,32.4,12.6,40.4,24.3,61.9
1001–1200,Icesi UniversityColombia,30.7–34.4,23.7,10.4,56.8,17.9,40.4
1001–1200,IMT Nord EuropeFrance,30.7–34.4,33.0,29.0,22.8,64.5,71.8
1001–1200,Indian Institute of Technology MandiIndia,30.7–34.4,35.2,13.8,51.0,25.8,28.4
1001–1200,Indraprastha Institute of Information Technology DelhiIndia,30.7–34.4,24.8,13.5,57.3,38.3,44.0
1001–1200,Inönü UniversityTurkey,30.7–34.4,24.1,10.5,63.6,19.1,22.4
1001–1200,Institute of Space TechnologyPakistan,30.7–34.4,19.7,11.2,63.3,21.0,47.9
1001–1200,Islamia College PeshawarPakistan,30.7–34.4,22.3,11.8,60.8,19.9,55.5
1001–1200,Islamic University of MadinahSaudi Arabia,30.7–34.4,31.0,10.5,49.4,22.1,87.3
1001–1200,Istanbul Gelisim UniversityTurkey,30.7–34.4,10.7,9.4,74.2,15.9,61.2
1001–1200,Istanbul University-CerrahpaşaTurkey,30.7–34.4,27.0,21.5,40.6,58.5,26.2
1001–1200,İstinye UniversityTurkey,30.7–34.4,13.2,16.4,54.6,16.3,67.6
1001–1200,Iuliu Haţieganu University of Medicine and Pharmacy Cluj-NapocaRomania,30.7–34.4,25.8,11.5,51.8,28.4,49.4
1001–1200,Jadavpur UniversityIndia,30.7–34.4,36.1,16.3,45.3,48.1,19.5
1001–1200,Jeju National UniversitySouth Korea,30.7–34.4,32.5,20.8,36.9,40.8,32.5
1001–1200,Kanazawa UniversityJapan,30.7–34.4,34.7,20.0,34.5,72.1,34.4
1001–1200,Khon Kaen UniversityThailand,30.7–34.4,30.3,16.4,41.4,46.4,35.9
1001–1200,Khulna University of Engineering and Technology (KUET)Bangladesh,30.7–34.4,13.6,9.4,80.2,21.4,33.4
1001–1200,Kore University of EnnaItaly,30.7–34.4,18.8,12.9,65.5,43.3,39.1
1001–1200,Kumamoto UniversityJapan,30.7–34.4,32.6,18.8,40.8,81.2,39.1
1001–1200,Kyoto Prefectural University of MedicineJapan,30.7–34.4,33.9,16.2,50.8,68.3,20.1
1001–1200,Lakehead UniversityCanada,30.7–34.4,16.3,24.2,53.5,42.0,59.5
1001–1200,Landmark UniversityNigeria,30.7–34.4,17.3,18.6,60.5,20.7,32.7
1001–1200,Maharishi Markandeshwar University (MMU)IndiaExplore,30.7–34.4,27.1,10.0,56.5,18.4,32.6
1001–1200,Medical University of BialystokPoland,30.7–34.4,39.3,12.0,40.5,40.2,30.3
1001–1200,Medical University of GdańskPoland,30.7–34.4,28.4,11.5,49.2,43.9,41.5
1001–1200,Medical University of WarsawPoland,30.7–34.4,27.7,13.2,48.2,46.0,32.8
1001–1200,Ming Chi University of TechnologyTaiwan,30.7–34.4,18.9,27.9,45.9,67.5,33.7
1001–1200,Minia UniversityEgypt,30.7–34.4,18.8,9.5,65.6,21.6,49.9
1001–1200,Montana State UniversityUnited States,30.7–34.4,26.0,20.8,51.1,61.8,37.5
1001–1200,Moscow Technical University of Communications and InformaticsRussian Federation,30.7–34.4,15.9,10.9,72.6,19.8,23.5
1001–1200,Multimedia UniversityMalaysia,30.7–34.4,24.2,19.5,36.8,74.3,52.3
1001–1200,National Central UniversityTaiwan,30.7–34.4,31.8,24.7,28.9,88.2,43.6
1001–1200,National Chung Hsing UniversityTaiwan,30.7–34.4,25.5,25.1,34.2,75.1,34.8
1001–1200,"National Institute of Technology, RaipurIndia",30.7–34.4,27.2,13.8,66.0,23.4,16.6
1001–1200,National Taipei University of TechnologyTaiwan,30.7–34.4,27.2,25.0,37.5,85.9,43.7
1001–1200,National University of Computer and Emerging SciencesPakistan,30.7–34.4,12.6,9.2,66.2,28.5,51.5
1001–1200,National University of Uzbekistan named after Mirzo UlugbekUzbekistanExplore,30.7–34.4,24.2,11.5,49.3,27.0,58.2
1001–1200,New Valley UniversityEgypt,30.7–34.4,21.9,8.2,68.2,17.3,48.3
1001–1200,Nippon Medical SchoolJapan,30.7–34.4,29.2,10.9,58.4,48.2,21.1
1001–1200,Northern Border UniversitySaudi Arabia,30.7–34.4,23.3,12.3,55.9,21.1,75.1
1001–1200,Northwest University (China)China,30.7–34.4,25.7,14.7,52.4,50.7,24.2
1001–1200,Oakland UniversityUnited States,30.7–34.4,26.2,16.4,47.2,46.8,38.9
1001–1200,Palacký University OlomoucCzechia,30.7–34.4,23.3,24.8,44.9,39.4,60.4
1001–1200,Pontifical Catholic University of Rio Grande do Sul (PUCRS)Brazil,30.7–34.4,33.2,19.5,40.7,58.6,36.4
1001–1200,Public University of NavarreSpain,30.7–34.4,24.4,15.1,51.8,39.5,46.1
1001–1200,Riga Technical UniversityLatvia,30.7–34.4,25.9,24.1,32.9,52.6,63.3
1001–1200,Riphah International UniversityPakistan,30.7–34.4,14.7,10.0,72.8,17.3,48.9
1001–1200,Rowan UniversityUnited States,30.7–34.4,29.0,12.7,47.8,38.6,39.0
1001–1200,Sahand University of TechnologyIran,30.7–34.4,27.8,14.7,51.5,47.5,25.2
1001–1200,San Diego State UniversityUnited States,30.7–34.4,22.1,12.4,62.1,56.4,36.0
1001–1200,Sechenov UniversityRussian Federation,30.7–34.4,31.8,18.5,42.6,46.2,58.3
1001–1200,Selçuk UniversityTurkey,30.7–34.4,25.8,24.3,37.9,67.5,32.4
1001–1200,Semnan UniversityIran,30.7–34.4,27.3,13.8,52.6,29.2,25.6
1001–1200,Shahrood University of TechnologyIran,30.7–34.4,28.2,16.6,49.3,22.3,37.9
1001–1200,Shanghai Normal UniversityChina,30.7–34.4,30.3,16.2,53.4,41.6,27.9
1001–1200,Shantou UniversityChina,30.7–34.4,18.9,17.2,63.3,41.7,40.2
1001–1200,Siberian Federal UniversityRussian Federation,30.7–34.4,31.9,24.6,29.5,58.6,59.5
1001–1200,South Dakota State UniversityUnited States,30.7–34.4,26.0,17.8,46.9,40.1,37.0
1001–1200,SRM Institute of Science and TechnologyIndia,30.7–34.4,23.2,12.1,58.3,25.4,26.2
1001–1200,Suez Canal UniversityEgypt,30.7–34.4,20.8,9.6,56.8,27.3,50.8
1001–1200,Suez UniversityEgypt,30.7–34.4,15.3,10.0,67.9,24.1,48.6
1001–1200,Taibah UniversitySaudi Arabia,30.7–34.4,14.3,10.6,58.4,20.3,75.8
1001–1200,Tallinn UniversityEstonia,30.7–34.4,25.1,24.3,43.6,22.1,59.9
1001–1200,Tanta UniversityEgypt,30.7–34.4,19.1,9.4,62.4,22.0,48.1
1001–1200,Technical University of MadridSpain,30.7–34.4,25.5,18.1,48.8,68.1,54.6
1001–1200,Technische Universität IlmenauGermany,30.7–34.4,33.2,22.4,33.7,76.9,63.6
1001–1200,Technological University DublinIreland,30.7–34.4,17.9,13.7,48.4,55.7,64.3
1001–1200,The Hashemite UniversityJordanExplore,30.7–34.4,13.7,15.3,53.4,31.8,65.7
1001–1200,The New SchoolUnited States,30.7–34.4,28.8,14.9,47.2,27.3,61.9
1001–1200,Tokyo University of Agriculture and TechnologyJapan,30.7–34.4,34.0,28.8,30.2,84.8,38.8
1001–1200,Toyota Technological InstituteJapan,30.7–34.4,27.8,20.2,44.6,71.5,35.3
1001–1200,Universidade Federal de Santa CatarinaBrazil,30.7–34.4,33.7,22.4,40.4,66.2,35.9
1001–1200,Universidad Peruana Cayetano HerediaPeru,30.7–34.4,17.4,13.7,57.2,29.2,49.7
1001–1200,Université de PoitiersFrance,30.7–34.4,30.1,25.6,32.0,43.0,62.8
1001–1200,Université d’OrléansFrance,30.7–34.4,18.6,15.8,46.9,46.6,70.2
1001–1200,Universiti Malaysia Terengganu (UMT)Malaysia,30.7–34.4,18.4,21.1,52.8,36.7,57.5
1001–1200,Universiti Sultan Zainal AbidinMalaysia,30.7–34.4,24.1,12.6,59.8,18.3,49.5
1001–1200,Universiti Tunku Abdul Rahman (UTAR)Malaysia,30.7–34.4,19.8,16.1,51.8,58.6,47.7
1001–1200,University of AlgarvePortugal,30.7–34.4,18.2,20.6,54.4,27.3,63.5
1001–1200,University of AlicanteSpain,30.7–34.4,26.1,21.3,46.9,56.4,40.9
1001–1200,University of AlmeríaSpain,30.7–34.4,21.6,19.9,48.7,30.8,44.6
1001–1200,University of BedfordshireUnited Kingdom,30.7–34.4,16.6,14.0,56.4,30.1,84.7
1001–1200,University of BelgradeSerbia,30.7–34.4,22.4,27.8,50.0,37.6,41.5
1001–1200,University of BergamoItaly,30.7–34.4,17.4,22.0,52.5,31.1,37.4
1001–1200,University of BishaSaudi Arabia,30.7–34.4,19.9,8.6,63.4,16.6,74.3
1001–1200,University of BucharestRomania,30.7–34.4,22.9,22.6,51.4,26.4,28.3
1001–1200,University of ChileChile,30.7–34.4,25.6,21.3,48.3,55.8,49.6
1001–1200,University of ColomboSri Lanka,30.7–34.4,24.9,10.1,60.8,24.8,40.8
1001–1200,University of DeustoSpain,30.7–34.4,20.4,23.7,47.5,38.8,47.5
1001–1200,University of DhakaBangladesh,30.7–34.4,20.1,10.3,67.2,21.4,48.3
1001–1200,University of East LondonUnited Kingdom,30.7–34.4,20.9,15.4,46.4,30.7,87.3
1001–1200,"University of Education, LahorePakistan",30.7–34.4,10.7,9.3,69.5,16.1,50.5
1001–1200,University of GhanaGhana,30.7–34.4,17.3,25.5,44.8,44.1,49.5
1001–1200,University of GloucestershireUnited Kingdom,30.7–34.4,18.6,14.1,56.2,24.6,65.5
1001–1200,University of Hradec KrálovéCzechia,30.7–34.4,21.0,15.6,52.9,22.5,62.8
1001–1200,University of IbadanNigeria,30.7–34.4,30.1,13.4,57.8,20.9,42.5
1001–1200,University of IsfahanIran,30.7–34.4,28.6,18.0,45.3,34.0,36.1
1001–1200,University of JeddahSaudi ArabiaExplore,30.7–34.4,17.7,9.9,55.0,19.1,70.9
1001–1200,University of KragujevacSerbia,30.7–34.4,23.8,11.3,60.1,27.0,32.3
1001–1200,University of KurdistanIran,30.7–34.4,15.2,15.4,69.9,24.5,39.5
1001–1200,University of la CostaColombia,30.7–34.4,13.7,10.1,68.8,18.6,54.9
1001–1200,University of LagosNigeria,30.7–34.4,15.7,14.9,64.5,21.5,42.4
1001–1200,University of La LagunaSpain,30.7–34.4,23.9,16.9,55.9,31.3,50.0
1001–1200,University of LatviaLatvia,30.7–34.4,19.8,28.6,45.0,54.0,50.4
1001–1200,University of Mohaghegh ArdabiliIran,30.7–34.4,22.3,18.4,62.6,20.0,38.1
1001–1200,University of MurciaSpain,30.7–34.4,23.4,19.8,52.9,57.0,37.0
1001–1200,University of Northern British Columbia (UNBC)Canada,30.7–34.4,21.1,22.4,50.6,20.3,54.7
1001–1200,"University of Occupational and Environmental Health, JapanJapan",30.7–34.4,28.3,11.7,51.5,50.3,22.1
1001–1200,University of OviedoSpain,30.7–34.4,29.3,18.4,48.4,42.9,40.8
1001–1200,University of PatrasGreece,30.7–34.4,17.4,18.4,56.1,69.3,34.7
1001–1200,University of PécsHungary,30.7–34.4,40.9,18.7,35.2,39.0,57.4
1001–1200,University of PeshawarPakistan,30.7–34.4,19.7,12.3,64.7,26.8,47.8
1001–1200,University of RajshahiBangladesh,30.7–34.4,14.8,9.7,75.7,20.6,40.6
1001–1200,University of SargodhaPakistan,30.7–34.4,19.8,12.9,58.7,19.1,48.6
1001–1200,University of SfaxTunisia,30.7–34.4,32.9,13.4,41.3,40.2,45.2
1001–1200,University of South Bohemia in České BudějoviceCzechia,30.7–34.4,23.3,17.7,50.4,23.2,54.8
1001–1200,University of South DakotaUnited States,30.7–34.4,34.5,16.3,40.2,37.1,31.0
1001–1200,University of SulaimaniIraq,30.7–34.4,18.9,8.4,67.9,17.2,36.7
1001–1200,University of SzegedHungary,30.7–34.4,30.9,18.3,40.2,47.2,57.1
1001–1200,"University of Technology, IraqIraq",30.7–34.4,24.7,9.9,65.8,22.9,24.3
1001–1200,University of the AegeanGreece,30.7–34.4,19.1,22.5,49.0,78.6,32.3
1001–1200,"University of the Andes, ColombiaColombia",30.7–34.4,23.8,21.0,47.6,36.3,58.9
1001–1200,University of the AzoresPortugal,30.7–34.4,21.3,19.8,56.1,19.2,49.3
1001–1200,University of the Free StateSouth Africa,30.7–34.4,21.7,20.0,49.3,34.3,51.4
1001–1200,University of ToursFrance,30.7–34.4,29.5,16.4,43.7,46.6,61.9
1001–1200,University of West LondonUnited Kingdom,30.7–34.4,20.5,10.0,52.1,18.9,90.8
1001–1200,University of ZaragozaSpain,30.7–34.4,27.6,19.7,48.2,69.0,43.5
1001–1200,University of ŽilinaSlovakia,30.7–34.4,26.2,19.6,44.3,35.5,34.3
1001–1200,Ural Federal UniversityRussian Federation,30.7–34.4,24.8,28.4,36.9,58.4,59.4
1001–1200,Urmia University of TechnologyIran,30.7–34.4,11.7,15.2,66.0,20.2,31.0
1001–1200,Vilnius UniversityLithuania,30.7–34.4,27.2,18.3,48.1,45.9,48.8
1001–1200,Yarmouk UniversityJordan,30.7–34.4,22.7,13.8,52.6,24.9,57.0
1001–1200,Yaşar UniversityTurkey,30.7–34.4,21.6,12.0,57.4,18.9,43.0
1001–1200,Yokohama City UniversityJapan,30.7–34.4,28.0,10.8,60.2,64.2,29.0
1001–1200,Zagazig UniversityEgypt,30.7–34.4,15.7,10.2,68.6,34.5,49.1
1001–1200,Zanjan University of Medical SciencesIran,30.7–34.4,35.0,12.5,55.8,30.5,24.7
1001–1200,Zewail City of Science and TechnologyEgypt,30.7–34.4,26.2,13.7,50.7,27.8,39.2
1001–1200,ZHAW Zurich University of Applied SciencesSwitzerland,30.7–34.4,22.6,17.0,46.7,60.3,71.9
1001–1200,Zhejiang University of Finance and EconomicsChina,30.7–34.4,13.7,12.9,69.7,31.6,28.5
1201–1500,Adolfo Ibáñez UniversityChile,25.2–30.6,15.3,17.0,41.8,21.8,63.2
1201–1500,Aichi Medical UniversityJapan,25.2–30.6,29.5,14.2,44.0,47.6,22.3
1201–1500,Akdeniz UniversityTurkey,25.2–30.6,23.3,25.3,38.8,59.4,25.4
1201–1500,Al-Farabi Kazakh National UniversityKazakhstan,25.2–30.6,29.4,11.9,24.2,18.3,86.3
1201–1500,Al-Hussein Bin Talal UniversityJordan,25.2–30.6,11.2,11.1,49.3,18.9,48.1
1201–1500,American International University – BangladeshBangladesh,25.2–30.6,12.1,9.2,57.8,23.1,31.3
1201–1500,"Amity University, GurugramIndia",25.2–30.6,19.9,11.8,46.0,17.1,29.2
1201–1500,An-Najah National UniversityPalestineExplore,25.2–30.6,20.7,11.0,44.6,23.2,63.9
1201–1500,"Arab Academy for Science, Technology and Maritime TransportEgypt",25.2–30.6,29.4,17.0,39.4,26.8,52.1
1201–1500,Ariel UniversityIsrael,25.2–30.6,16.6,19.6,40.3,36.3,33.7
1201–1500,Assiut UniversityEgypt,25.2–30.6,19.0,11.3,49.2,23.6,58.2
1201–1500,Autonomous University of SinaloaMexico,25.2–30.6,14.7,2.9,55.6,16.4,40.3
1201–1500,Babeş-Bolyai UniversityRomania,25.2–30.6,19.3,16.4,48.9,31.0,38.2
1201–1500,"Balochistan University of Information Technology, Engineering and Management Sciences (BUITEMS)Pakistan",25.2–30.6,14.0,9.7,46.2,19.0,49.2
1201–1500,Bandung Institute of Technology (ITB)Indonesia,25.2–30.6,22.6,17.5,30.3,39.4,39.5
1201–1500,Bayero UniversityNigeria,25.2–30.6,21.1,9.5,52.0,17.2,48.8
1201–1500,Bharathidasan UniversityIndia,25.2–30.6,34.6,17.5,36.6,29.4,31.0
1201–1500,BINUS UniversityIndonesia,25.2–30.6,21.1,21.0,35.2,49.6,35.8
1201–1500,Botswana International University of Science and Technology (BIUST)Botswana,25.2–30.6,26.0,13.6,32.9,17.7,75.7
1201–1500,Bu-Ali Sina UniversityIran,25.2–30.6,23.5,17.1,47.5,24.7,26.5
1201–1500,Budapest University of Technology and EconomicsHungary,25.2–30.6,22.4,19.3,34.2,64.2,38.3
1201–1500,Canterbury Christ Church UniversityUnited Kingdom,25.2–30.6,24.4,13.4,45.7,18.9,64.3
1201–1500,Changzhou UniversityChina,25.2–30.6,17.1,14.4,49.3,64.3,20.1
1201–1500,Chaoyang University of TechnologyTaiwan,25.2–30.6,14.5,21.6,38.1,49.6,42.2
1201–1500,Chosun UniversitySouth Korea,25.2–30.6,22.8,22.5,26.4,73.5,33.8
1201–1500,Chung Yuan Christian UniversityTaiwan,25.2–30.6,17.7,25.7,36.9,64.9,41.8
1201–1500,Cochin University of Science and TechnologyIndia,25.2–30.6,38.2,22.0,29.9,39.6,21.8
1201–1500,Comenius University in BratislavaSlovakia,25.2–30.6,30.8,16.5,37.3,28.5,52.5
1201–1500,Damanhour UniversityEgypt,25.2–30.6,12.0,8.5,57.1,16.7,48.4
1201–1500,Diego Portales UniversityChile,25.2–30.6,15.8,11.9,53.8,18.4,54.3
1201–1500,Durban University of TechnologySouth Africa,25.2–30.6,19.4,13.4,40.5,20.3,46.7
